abbreviation,equation,direction,officialName,geneAssociation,subsystem,reaction_ID,Enzyme,Genes
glucokinase [EC:2.7.1.2],ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate,Bidirectional,"2.7.1.1, 2.7.1.2",K00845,M00001,R01786,glk,glk
glucokinase [EC:2.7.1.2],ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate,Bidirectional,"2.7.1.1, 2.7.1.2",K12407,M00001,R01786,GCK,GCK
glucokinase [EC:2.7.1.2],ATP + alpha-D-Glucose <=> ADP + alpha-D-Glucose 6-phosphate,Bidirectional,"2.7.1.1, 2.7.1.2",K25026,M00001,R01786,glk,glk
polyphosphate glucokinase [EC:2.7.1.63],Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate,Bidirectional,2.7.1.63,K00886,M00001,R02187,ppgK,ppgK
polyphosphate glucokinase [EC:2.7.1.63],Polyphosphate + alpha-D-Glucose <=> Polyphosphate + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.63,K00886,M00001,R02189,ppgK,ppgK
glucose-6-phosphate isomerase [EC:5.3.1.9],alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K01810,M00001,R02739,GPI,GPI
"glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K06859,M00001,R02739,pgi1,pgi1
transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K13810,M00001,R02739,tal-pgi,tal-pgi
glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K15916,M00001,R02739,pgi-pmi,pgi-pmi
ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147],"ADP + D-Fructose 6-phosphate <=> AMP + D-Fructose 1,6-bisphosphate",Bidirectional,2.7.1.146,K00918,M00001,R05805,pfkC,pfkC
ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147],alpha-D-Glucose + ADP <=> alpha-D-Glucose 6-phosphate + AMP,Bidirectional,2.7.1.147,K00918,M00001,R09085,pfkC,pfkC
ADP-dependent glucokinase [EC:2.7.1.147],alpha-D-Glucose + ADP <=> alpha-D-Glucose 6-phosphate + AMP,Bidirectional,2.7.1.147,K08074,M00001,R09085,ADPGK,ADPGK
ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147],beta-D-Glucose + ADP <=> beta-D-Glucose 6-phosphate + AMP,Bidirectional,2.7.1.147,K00918,M00001,R09086,pfkC,pfkC
ADP-dependent glucokinase [EC:2.7.1.147],beta-D-Glucose + ADP <=> beta-D-Glucose 6-phosphate + AMP,Bidirectional,2.7.1.147,K08074,M00001,R09086,ADPGK,ADPGK
glucose-6-phosphate isomerase [EC:5.3.1.9],alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K01810,M00001,R13199,GPI,GPI
"glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K06859,M00001,R13199,pgi1,pgi1
transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K13810,M00001,R13199,tal-pgi,tal-pgi
glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K15916,M00001,R13199,pgi-pmi,pgi-pmi
pyruvate kinase [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K00873,"M00001, M00002",R00200,PK,PK
pyruvate kinase isozymes R/L [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K12406,"M00001, M00002",R00200,PKLR,PKLR
glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],D-Glyceraldehyde 3-phosphate + H2O + 2 Oxidized ferredoxin <=> 3-Phospho-D-glycerate + 2 H+ + 2 Reduced ferredoxin,Bidirectional,1.2.7.6,K11389,"M00001, M00002",R07159,gapor,gapor
enolase 1/2/3 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K01689,"M00001, M00002, M00003",R00658,ENO1_2_3,ENO1_2_3
enolase 4 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K27394,"M00001, M00002, M00003",R00658,ENO4,ENO4
triosephosphate isomerase (TIM) [EC:5.3.1.1],D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate,Bidirectional,5.3.1.1,K01803,"M00001, M00002, M00003",R01015,TPI,TPI
glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12],D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K00134,"M00001, M00002, M00003",R01061,GAPDH,GAPDH
glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59],D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K00150,"M00001, M00002, M00003",R01061,gap2,gap2
glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59],D-Glyceraldehyde 3-phosphate + Orthophosphate + NADP+ <=> 3-Phospho-D-glyceroyl phosphate + NADPH + H+,Bidirectional,"1.2.1.13, 1.2.1.59",K00150,"M00001, M00002, M00003",R01063,gap2,gap2
phosphoglycerate kinase [EC:2.7.2.3],ATP + 3-Phospho-D-glycerate <=> ADP + 3-Phospho-D-glyceroyl phosphate,Bidirectional,2.7.2.3,K00927,"M00001, M00002, M00003",R01512,PGK,PGK
"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K01834,"M00001, M00002, M00003",R01518,PGAM,PGAM
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15633,"M00001, M00002, M00003",R01518,gpmI,gpmI
"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15634,"M00001, M00002, M00003",R01518,gpmB,gpmB
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15635,"M00001, M00002, M00003",R01518,apgM,apgM
"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01623,"M00001, M00003",R01068,ALDO,ALDO
"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01624,"M00001, M00003",R01068,FBA,FBA
"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K11645,"M00001, M00003",R01068,fbaB,fbaB
phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,M00003,R00341,pckA,pckA
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00431,E4.1.1.32,E4.1.1.32
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00726,E4.1.1.32,E4.1.1.32
"fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K01086,M00003,R00762,fbp-SEBP,fbp-SEBP
"fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K01622,M00003,R00762,K01622,K01622
"fructose-1,6-bisphosphatase II [EC:3.1.3.11]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K02446,M00003,R00762,glpX,glpX
"fructose-1,6-bisphosphatase I [EC:3.1.3.11]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K03841,M00003,R00762,FBP,FBP
"fructose-1,6-bisphosphatase III [EC:3.1.3.11]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K04041,M00003,R00762,fbp3,fbp3
"fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Bidirectional,3.1.3.11,K11532,M00003,R00762,glpX-SEBP,glpX-SEBP
"fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01622,M00003,R01068,K01622,K01622
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162, K00627, K00382",M00307,R00014,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00163, K00627, K00382",M00307,R00014,aceE,aceE
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",M00307,R01196,"porA, porB, porD, porC","porA, porB, porD, porC"
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",M00307,R01196,"porA, porB, porD, vorG","porA, porB, porD, vorG"
pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11",K03737,M00307,R01196,por,por
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00161, K00162, K00627, K00382",M00307,R02569,DLAT,DLAT
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00163, K00627, K00382",M00307,R02569,DLAT,DLAT
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00161, K00162, K00627, K00382",M00307,R03270,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00163, K00627, K00382",M00307,R03270,aceE,aceE
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00161, K00162, K00627, K00382",M00307,R07618,DLD,DLD
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00163, K00627, K00382",M00307,R07618,DLD,DLD
pyruvate decarboxylase [EC:4.1.1.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K01568,None,R00014,PDC,PDC
"acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653",None,R00014,"E2.2.1.6L, E2.2.1.6S","E2.2.1.6L, E2.2.1.6S"
acetolactate synthase II small subunit [EC:2.2.1.6],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K11258,None,R00014,ilvM,ilvM
"pyruvate, water dikinase [EC:2.7.9.2]",ATP + Pyruvate + H2O <=> AMP + Phosphoenolpyruvate + Orthophosphate,Bidirectional,2.7.9.2,K01007,None,R00199,pps,pps
"pyruvate, orthophosphate dikinase [EC:2.7.9.1]",ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate,Bidirectional,2.7.9.1,K01006,None,R00206,ppdK,ppdK
"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13], acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]",ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,"K01905, K22224",None,R00229,"acdA, acdB","acdA, acdB"
acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,K24012,None,R00229,acdAB,acdAB
acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,None,R00235,ACSS1_2,ACSS1_2
acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,None,R00235,AAE7,AAE7
L-lactate dehydrogenase [EC:1.1.1.27],(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.27,K00016,None,R00703,LDH,LDH
aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K00128,None,R00710,ALDH,ALDH
aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K00149,None,R00710,ALDH9A1,ALDH9A1
aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K14085,None,R00710,ALDH7A1,ALDH7A1
aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,Bidirectional,"1.2.1.4, 1.2.1.5",K00129,None,R00711,ALDH3,ALDH3
aldehyde dehydrogenase [EC:1.2.1.-],Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,Bidirectional,"1.2.1.4, 1.2.1.5",K00138,None,R00711,aldB,aldB
alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K00002,None,R00746,AKR1A1,AKR1A1
alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K12957,None,R00746,ahr,ahr
alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K13979,None,R00746,yahK,yahK
alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00001,None,R00754,E1.1.1.1,E1.1.1.1
S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00121,None,R00754,frmA,frmA
alcohol dehydrogenase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04022,None,R00754,eutG,eutG
acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04072,None,R00754,adhE,adhE
alcohol dehydrogenase 1/7 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13951,None,R00754,ADH1_7,ADH1_7
alcohol dehydrogenase 6 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13952,None,R00754,ADH6,ADH6
"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13953,None,R00754,adhP,adhP
alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13954,None,R00754,yiaY,yiaY
alcohol dehydrogenase 4 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13980,None,R00754,ADH4,ADH4
alcohol dehydrogenase class-P [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K18857,None,R00754,ADH1,ADH1
pyruvate decarboxylase [EC:4.1.1.1],Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate,Bidirectional,4.1.1.1,K01568,None,R00755,PDC,PDC
diphosphate-dependent phosphofructokinase [EC:2.7.1.90],"Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Bidirectional,2.7.1.90,K00895,None,R00764,pfp,pfp
glucose-1-phosphatase [EC:3.1.3.10],D-Glucose 1-phosphate + H2O <=> alpha-D-Glucose + Orthophosphate,Bidirectional,3.1.3.10,K01085,None,R00947,agp,agp
glucose-1-phosphatase [EC:3.1.3.10],D-Glucose 1-phosphate + H2O <=> alpha-D-Glucose + Orthophosphate,Bidirectional,3.1.3.10,K20866,None,R00947,yihX,yihX
phosphoglucomutase [EC:5.4.2.2],D-Glucose 1-phosphate <=> alpha-D-Glucose 6-phosphate,Bidirectional,"5.4.2.2, 5.4.2.5",K01835,None,R00959,pgm,pgm
phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],D-Glucose 1-phosphate <=> alpha-D-Glucose 6-phosphate,Bidirectional,"5.4.2.2, 5.4.2.5",K15778,None,R00959,pmm-pgm,pmm-pgm
phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7],D-Glucose 1-phosphate <=> alpha-D-Glucose 6-phosphate,Bidirectional,"5.4.2.2, 5.4.2.5",K15779,None,R00959,PGM2,PGM2
glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],D-Glyceraldehyde 3-phosphate + NADP+ + H2O <=> 3-Phospho-D-glycerate + NADPH + H+,Bidirectional,"1.2.1.9, 1.2.1.90",K00131,None,R01058,gapN,gapN
glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90],D-Glyceraldehyde 3-phosphate + NADP+ + H2O <=> 3-Phospho-D-glycerate + NADPH + H+,Bidirectional,"1.2.1.9, 1.2.1.90",K18978,None,R01058,gapN,gapN
"glyceraldehyde-3-phosphate dehydrogenase (phosphorylating), spermatogenic [EC:1.2.1.12]",D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K10705,None,R01061,GAPDHS,GAPDHS
glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13],D-Glyceraldehyde 3-phosphate + Orthophosphate + NADP+ <=> 3-Phospho-D-glyceroyl phosphate + NADPH + H+,Bidirectional,"1.2.1.13, 1.2.1.59",K05298,None,R01063,GAPA,GAPA
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00174, K00175",None,R01196,"korA, korB","korA, korB"
bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11],"2,3-Bisphospho-D-glycerate + Protein histidine <=> 3-Phospho-D-glycerate + Protein N(tau)-phospho-L-histidine",Bidirectional,5.4.2.11,K01837,None,R01516,BPGM,BPGM
bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11],2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K01837,None,R01518,BPGM,BPGM
aldose 1-epimerase [EC:5.1.3.3],alpha-D-Glucose <=> beta-D-Glucose,Bidirectional,5.1.3.3,K01785,None,R01602,galM,galM
