md,name,eq,way,ec,ko,rn,symbol,map,mdk
Mannose utilization,"fructose PTS system EIIA component [EC:2.7.1.202], fructose PTS system EIIB component [EC:2.7.1.202], fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]",Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate,Forward,2.7.1.191,"K02768, K02769, K02770",R02630,"fruB, fruAb, fruA",map00051,NA
Mannose utilization,"mannose PTS system EIIA component [EC:2.7.1.191], mannose PTS system EIIC component, mannose PTS system EIID component",Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate,Forward,2.7.1.191,"K02793, K02795, K02796",R02630,"manXa, manY, manZ","map00051, NA",NA
Mannose utilization,"mannose PTS system EIIAB component [EC:2.7.1.191], mannose PTS system EIIC component, mannose PTS system EIID component",Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate,Forward,2.7.1.191,"K02794, K02795, K02796",R02630,"manX, manY, manZ","map00051, NA",NA
Mannose utilization,mannose PTS system EIIBCA component [EC:2.7.1.191],Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate,Forward,2.7.1.191,K25814,R02630,manP,map00051,NA
Mannose utilization,"sugar PTS system EIIA component [EC:2.7.1.-], glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]",Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate,Forward,2.7.1.191,"K02777, K02779",R02630,"crr, ptsG","map00010, NA",NA
Mannose utilization,glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],D-Mannose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.8,K15916,R00772,pgi-pmi,map00051,NA
Mannose utilization,mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8],D-Mannose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.8,K16011,R00772,algA,map00051,NA
Mannose utilization,mannose-6-phosphate isomerase [EC:5.3.1.8],D-Mannose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.8,K01809,R00772,manA,map00051,M00114
Glycolysis,glucokinase [EC:2.7.1.2],ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate,Forward,"2.7.1.1, 2.7.1.2",K00845,R00299,glk,map00500,NA
Glycolysis,glucokinase [EC:2.7.1.2],ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate,Forward,"2.7.1.1, 2.7.1.2",K12407,R00299,GCK,map00500,NA
Glycolysis,glucokinase [EC:2.7.1.2],ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate,Forward,"2.7.1.1, 2.7.1.2",K25026,R00299,glk,map00500,NA
Glycolysis,hexokinase [EC:2.7.1.1],ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate,Forward,"2.7.1.1, 2.7.1.2",K00844,R00299,HK,map00500,NA
Glycolysis,glucose-6-phosphate isomerase [EC:5.3.1.9],D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K01810,R00771,GPI,map00500,NA
Glycolysis,"glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K06859,R00771,pgi1,map00500,NA
Glycolysis,glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K15916,R00771,pgi-pmi,map00500,NA
Glycolysis,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Bidirectional,5.3.1.9,K13810,R00771,tal-pgi,map00500,NA
Glycolysis,6-phosphofructokinase 1 [EC:2.7.1.11],"ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",Forward,2.7.1.11,K00850,R00756,pfkA,"map00010, map00030, map00051, map00680",NA
Glycolysis,6-phosphofructokinase 2 [EC:2.7.1.11],"ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",Forward,2.7.1.11,K16370,R00756,pfkB,"map00010, map00030, map00051, map00680",NA
Glycolysis,6-phosphofructokinase [EC:2.7.1.11],"ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",Forward,2.7.1.11,K24182,R00756,PFK9,"map00010, map00030, map00051, map00680",NA
Glycolysis,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],"ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",Forward,2.7.1.11,K21071,R00756,pfk,"map00010, map00030, map00051, map00680",NA
Glycolysis,"fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01622,R01068,K01622,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,"fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K16306,R01068,K16306,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11],"D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K16305,R01068,K16305,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01623,R01068,ALDO,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K11645,R01068,fbaB,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",Bidirectional,4.1.2.13,K01624,R01068,FBA,"map00010, map00030, map00051, map00680, map00710",NA
Glycolysis,triosephosphate isomerase (TIM) [EC:5.3.1.1],D-Glyceraldehyde 3-phosphate <=> Glycerone phosphate,Bidirectional,5.3.1.1,K01803,R01015,TPI,"map00010, map00051, map00710",NA
Glycolysis,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12],D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K00134,R01061,GAPDH,"map00010, map00710","M00001, M00002, M00003, M00165"
Glycolysis,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59],D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K00150,R01061,gap2,"map00010, map00710","M00001, M00002, M00003, M00165"
Glycolysis,"glyceraldehyde-3-phosphate dehydrogenase (phosphorylating), spermatogenic [EC:1.2.1.12]",D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,Bidirectional,"1.2.1.12, 1.2.1.59",K10705,R01061,GAPDHS,"map00010, map00710",NA
Glycolysis,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59],D-Glyceraldehyde 3-phosphate + Orthophosphate + NADP+ <=> 3-Phospho-D-glyceroyl phosphate + NADPH + H+,Bidirectional,"1.2.1.13, 1.2.1.59",K00150,R01063,gap2,"map00010, map00710","M00001, M00002, M00003, M00165"
Glycolysis,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13],D-Glyceraldehyde 3-phosphate + Orthophosphate + NADP+ <=> 3-Phospho-D-glyceroyl phosphate + NADPH + H+,Bidirectional,"1.2.1.13, 1.2.1.59",K05298,R01063,GAPA,"map00010, map00710",NA
Glycolysis,phosphoglycerate kinase [EC:2.7.2.3],ATP + 3-Phospho-D-glycerate <=> ADP + 3-Phospho-D-glyceroyl phosphate,Bidirectional,2.7.2.3,K00927,R01512,PGK,"map00010, map00710","M00001, M00002, M00003, M00165"
Glycolysis,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K01834,R01518,PGAM,"map00010, map00680",NA
Glycolysis,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15634,R01518,gpmB,"map00010, map00680",NA
Glycolysis,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15633,R01518,gpmI,"map00010, map00680",NA
Glycolysis,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K15635,R01518,apgM,"map00010, map00680",NA
Glycolysis,bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11],2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,Bidirectional,"5.4.2.11, 5.4.2.12",K01837,R01518,BPGM,"map00010, map00680",NA
Glycolysis,enolase 1/2/3 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K01689,R00658,ENO1_2_3,"map00010, map00680","M00001, M00002, M00003, M00346"
Glycolysis,enolase 4 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K27394,R00658,ENO4,"map00010, map00680",NA
Glycolysis,pyruvate kinase [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Reverse,2.7.1.40,K00873,R00200,PK,"map00010, map00620",NA
Glycolysis,pyruvate kinase isozymes R/L [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Reverse,2.7.1.40,K12406,R00200,PKLR,"map00010, map00620",NA
Glycolysis,polyphosphate glucokinase [EC:2.7.1.63],Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate,Forward,2.7.1.63,K00886,R02187,ppgK,map00010,NA
Glycolysis,polyphosphate kinase [EC:2.7.4.1],ATP + Polyphosphate <=> ADP + Polyphosphate,Bidirectional,2.7.4.1,K00937,R02184,ppk1,NA,NA
Glycolysis,vacuolar transporter chaperone complex subunit 4 [EC:2.7.4.1],ATP + Polyphosphate <=> ADP + Polyphosphate,Bidirectional,2.7.4.1,K27692,R02184,VTC4,NA,NA
Glycolysis,"phosphocarrier protein HPr, phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]",Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine,Forward,2.7.3.9,"K02784, K08483",R02628,"ptsH, ptsI",NA,NA
Glycolysis,"fructose PTS system EIIA component [EC:2.7.1.202], fructose PTS system EIIB component [EC:2.7.1.202], fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02768, K02769, K02770",R02738,"fruB, fruAb, fruA",map00051,NA
Glycolysis,glucose PTS system EIICBA or EIICB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,K20118,R02738,ptsG,map00010,NA
Glycolysis,"mannose PTS system EIIA component [EC:2.7.1.191], mannose PTS system EIIC component, mannose PTS system EIID component",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02793, K02795, K02796",R02738,"manXa, manY, manZ","map00051, NA",NA
Glycolysis,"sugar PTS system EIIA component [EC:2.7.1.-], glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02777, K02779",R02738,"crr, ptsG","map00010, NA",NA
Glycolysis,"sugar PTS system EIIA component [EC:2.7.1.-], maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02777, K02791",R02738,"crr, malX","map00010, NA",NA
Glycolysis,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],"Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Forward,2.7.1.90,K21071,R00764,pfk,"map00010, map00030, map00051",NA
Glycolysis,diphosphate-dependent phosphofructokinase [EC:2.7.1.90],"Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Forward,2.7.1.90,K00895,R00764,pfp,"map00010, map00030, map00051",NA
Glycolysis,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],D-Glyceraldehyde 3-phosphate + H2O + 2 Oxidized ferredoxin <=> 3-Phospho-D-glycerate + 2 H+ + 2 Reduced ferredoxin,Bidirectional,1.2.7.6,K11389,R07159,gapor,map00010,NA
Glycolysis,"pyruvate, orthophosphate dikinase [EC:2.7.9.1]",ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate,Reverse,2.7.9.1,K01006,R00206,ppdK,"map00010, map00620, map00710, map00720",NA
Glycolysis,ADP-dependent glucokinase [EC:2.7.1.147],ADP + D-Glucose <=> AMP + D-Glucose 6-phosphate,Forward,2.7.1.147,K08074,R05804,ADPGK,NA,NA
Pentose phosphate,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],"D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",Forward,"1.1.1.49, 1.1.1.363",K00036,R00835,G6PD,NA,NA
Pentose phosphate,NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388],"beta-D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+",Forward,"1.1.1.363, 1.1.1.388",K19243,R10907,azf,map00030,"M00004, M00006"
Pentose phosphate,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],"beta-D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+",Forward,"1.1.1.363, 1.1.1.388",K00036,R10907,G6PD,map00030,"M00004, M00006, M00008"
Pentose phosphate,6-phosphogluconolactonase [EC:3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K01057,R02035,PGLS,map00030,"M00004, M00006, M00008"
Pentose phosphate,6-phosphogluconolactonase [EC:3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K07404,R02035,pgl,map00030,"M00004, M00006, M00008"
Pentose phosphate,hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K13937,R02035,H6PD,map00030,"M00004, M00006"
Pentose phosphate,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],6-Phospho-D-gluconate + NADP+ <=> D-Ribulose 5-phosphate + CO2 + NADPH + H+,Bidirectional,"1.1.1.44, 1.1.1.351",K00033,R01528,PGD,map00030,"M00004, M00006"
Pentose phosphate,ribulose-phosphate 3-epimerase [EC:5.1.3.1],D-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate,Bidirectional,5.1.3.1,K01783,R01529,rpe,"map00030, map00040, map00710",NA
Pentose phosphate,ribose 5-phosphate isomerase A [EC:5.3.1.6],D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate,Bidirectional,5.3.1.6,K01807,R01056,rpiA,"map00030, map00710","M00004, M00007, M00580, M00165"
Pentose phosphate,ribose 5-phosphate isomerase B [EC:5.3.1.6],D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate,Bidirectional,5.3.1.6,K01808,R01056,rpiB,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,transketolase [EC:2.2.1.1],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Ribose 5-phosphate + D-Xylulose 5-phosphate,Bidirectional,2.2.1.1,K00615,R01641,E2.2.1.1,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate,Bidirectional,2.2.1.2,K13810,R01827,tal-pgi,NA,NA
Pentose phosphate,transaldolase [EC:2.2.1.2],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate,Bidirectional,2.2.1.2,K00616,R01827,TALDO1,NA,NA
Pentose phosphate,transketolase [EC:2.2.1.1],D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Xylulose 5-phosphate,Bidirectional,2.2.1.1,K00615,R01067,E2.2.1.1,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],D-Fructose 6-phosphate + Orthophosphate <=> Acetyl phosphate + D-Erythrose 4-phosphate + H2O,Forward,4.1.2.22,K01621,R00761,xfp,NA,NA
