md,name,eq,way,ec,ko,rn,symbol,map,mdk
Glycolysis,enolase 1/2/3 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K01689,R00658,ENO1_2_3,"map00010, map00680","M00001, M00002, M00003, M00346"
Glycolysis,enolase 4 [EC:4.2.1.11],2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Bidirectional,4.2.1.11,K27394,R00658,ENO4,"map00010, map00680",NA
Glycolysis,pyruvate kinase [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Reverse,2.7.1.40,K00873,R00200,PK,"map00010, map00620",NA
Glycolysis,pyruvate kinase isozymes R/L [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Reverse,2.7.1.40,K12406,R00200,PKLR,"map00010, map00620",NA
Glycolysis,polyphosphate glucokinase [EC:2.7.1.63],Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate,Forward,2.7.1.63,K00886,R02187,ppgK,map00010,NA
Glycolysis,polyphosphate kinase [EC:2.7.4.1],ATP + Polyphosphate <=> ADP + Polyphosphate,Bidirectional,2.7.4.1,K00937,R02184,ppk1,NA,NA
Glycolysis,vacuolar transporter chaperone complex subunit 4 [EC:2.7.4.1],ATP + Polyphosphate <=> ADP + Polyphosphate,Bidirectional,2.7.4.1,K27692,R02184,VTC4,NA,NA
Glycolysis,"phosphocarrier protein HPr, phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]",Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine,Forward,2.7.3.9,"K02784, K08483",R02628,"ptsH, ptsI",NA,NA
Glycolysis,"fructose PTS system EIIA component [EC:2.7.1.202], fructose PTS system EIIB component [EC:2.7.1.202], fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02768, K02769, K02770",R02738,"fruB, fruAb, fruA",map00051,NA
Glycolysis,glucose PTS system EIICBA or EIICB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,K20118,R02738,ptsG,map00010,NA
Glycolysis,"mannose PTS system EIIA component [EC:2.7.1.191], mannose PTS system EIIC component, mannose PTS system EIID component",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02793, K02795, K02796",R02738,"manXa, manY, manZ","map00051, NA",NA
Glycolysis,"sugar PTS system EIIA component [EC:2.7.1.-], glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02777, K02779",R02738,"crr, ptsG","map00010, NA",NA
Glycolysis,"sugar PTS system EIIA component [EC:2.7.1.-], maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]",Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Forward,2.7.1.199,"K02777, K02791",R02738,"crr, malX","map00010, NA",NA
Glycolysis,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],"Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Forward,2.7.1.90,K21071,R00764,pfk,"map00010, map00030, map00051",NA
Glycolysis,diphosphate-dependent phosphofructokinase [EC:2.7.1.90],"Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Forward,2.7.1.90,K00895,R00764,pfp,"map00010, map00030, map00051",NA
Glycolysis,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],D-Glyceraldehyde 3-phosphate + H2O + 2 Oxidized ferredoxin <=> 3-Phospho-D-glycerate + 2 H+ + 2 Reduced ferredoxin,Bidirectional,1.2.7.6,K11389,R07159,gapor,map00010,NA
Glycolysis,"pyruvate, orthophosphate dikinase [EC:2.7.9.1]",ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate,Reverse,2.7.9.1,K01006,R00206,ppdK,"map00010, map00620, map00710, map00720",NA
Glycolysis,ADP-dependent glucokinase [EC:2.7.1.147],ADP + D-Glucose <=> AMP + D-Glucose 6-phosphate,Forward,2.7.1.147,K08074,R05804,ADPGK,NA,NA
Pentose phosphate,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],"D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",Forward,"1.1.1.49, 1.1.1.363",K00036,R00835,G6PD,NA,NA
Pentose phosphate,NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388],"beta-D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+",Forward,"1.1.1.363, 1.1.1.388",K19243,R10907,azf,map00030,"M00004, M00006"
Pentose phosphate,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],"beta-D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+",Forward,"1.1.1.363, 1.1.1.388",K00036,R10907,G6PD,map00030,"M00004, M00006, M00008"
Pentose phosphate,6-phosphogluconolactonase [EC:3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K01057,R02035,PGLS,map00030,"M00004, M00006, M00008"
Pentose phosphate,6-phosphogluconolactonase [EC:3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K07404,R02035,pgl,map00030,"M00004, M00006, M00008"
Pentose phosphate,hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31],"D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate",Bidirectional,3.1.1.31,K13937,R02035,H6PD,map00030,"M00004, M00006"
Pentose phosphate,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],6-Phospho-D-gluconate + NADP+ <=> D-Ribulose 5-phosphate + CO2 + NADPH + H+,Bidirectional,"1.1.1.44, 1.1.1.351",K00033,R01528,PGD,map00030,"M00004, M00006"
Pentose phosphate,ribulose-phosphate 3-epimerase [EC:5.1.3.1],D-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate,Bidirectional,5.1.3.1,K01783,R01529,rpe,"map00030, map00040, map00710",NA
Pentose phosphate,ribose 5-phosphate isomerase A [EC:5.3.1.6],D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate,Bidirectional,5.3.1.6,K01807,R01056,rpiA,"map00030, map00710","M00004, M00007, M00580, M00165"
Pentose phosphate,ribose 5-phosphate isomerase B [EC:5.3.1.6],D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate,Bidirectional,5.3.1.6,K01808,R01056,rpiB,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,transketolase [EC:2.2.1.1],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Ribose 5-phosphate + D-Xylulose 5-phosphate,Bidirectional,2.2.1.1,K00615,R01641,E2.2.1.1,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate,Bidirectional,2.2.1.2,K13810,R01827,tal-pgi,NA,NA
Pentose phosphate,transaldolase [EC:2.2.1.2],Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate,Bidirectional,2.2.1.2,K00616,R01827,TALDO1,NA,NA
Pentose phosphate,transketolase [EC:2.2.1.1],D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Xylulose 5-phosphate,Bidirectional,2.2.1.1,K00615,R01067,E2.2.1.1,"map00030, map00710","M00004, M00007, M00165"
Pentose phosphate,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],D-Fructose 6-phosphate + Orthophosphate <=> Acetyl phosphate + D-Erythrose 4-phosphate + H2O,Forward,4.1.2.22,K01621,R00761,xfp,NA,NA
Pentose phosphate,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],D-Xylulose 5-phosphate + Orthophosphate <=> Acetyl phosphate + D-Glyceraldehyde 3-phosphate + H2O,Forward,4.1.2.9,K01621,R01621,xfp,map00030,NA
Pentose phosphate,glucose 1-dehydrogenase [EC:1.1.1.47],"beta-D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,1.1.1.47,K00034,R01521,gdh,map00030,NA
Pentose phosphate,aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359],"D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,"1.1.1.119, 1.1.1.359, 1.1.1.360",K18125,R07147,ssgdh,map00030,NA
Pentose phosphate,glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360],"D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,"1.1.1.119, 1.1.1.359, 1.1.1.360",K18124,R07147,gdh2,map00030,NA
Pentose phosphate,glucose 1-dehydrogenase [EC:1.1.1.47],"beta-D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+",Forward,1.1.1.47,K00034,R01520,gdh,map00030,NA
Pentose phosphate,gluconolactonase [EC:3.1.1.17],"D-Glucono-1,5-lactone + H2O <=> D-Gluconic acid",Bidirectional,3.1.1.17,K01053,R01519,gnl,map00030,NA
Pentose phosphate,gluconate/galactonate dehydratase [EC:4.2.1.140],D-Gluconic acid <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,Bidirectional,"4.2.1.39, 4.2.1.140",K05308,R01538,gnaD,map00030,"M00308, M00309, M00633"
Pentose phosphate,2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178],ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate,Bidirectional,"2.7.1.45, 2.7.1.178",K18126,R01541,sskdgK,map00030,M00633
Pentose phosphate,2-dehydro-3-deoxygluconokinase [EC:2.7.1.45],ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate,Bidirectional,"2.7.1.45, 2.7.1.178",K00874,R01541,kdgK,map00030,"M00061, M00308, M00631"
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K17463,R05605,dgaF,map00030,"M00061, M00631"
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K11395,R05605,kdpgA,map00030,"M00309, M00633"
Pentose phosphate,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K01625,R05605,eda,map00030,"M00008, M00061, M00308, M00631"
Pentose phosphate,2-ketogluconate reductase [EC:1.1.1.215],D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+,Bidirectional,1.1.1.215,K22229,R01739,K22229,map00030,NA
Pentose phosphate,glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215],D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+,Bidirectional,1.1.1.215,K00090,R01739,ghrB,map00030,NA
Pentose phosphate,dehydrogluconokinase [EC:2.7.1.13],ATP + 2-Keto-D-gluconic acid <=> ADP + 6-Phospho-2-dehydro-D-gluconate,Bidirectional,2.7.1.13,K11441,R02658,kguK,map00030,NA
Pentose phosphate,phosphogluconate 2-dehydrogenase [EC:1.1.1.43],6-Phospho-D-gluconate + NAD+ <=> 6-Phospho-2-dehydro-D-gluconate + NADH + H+,Bidirectional,1.1.1.43,K00032,R02032,E1.1.1.43,map00030,NA
Pentose phosphate,phosphogluconate dehydratase [EC:4.2.1.12],6-Phospho-D-gluconate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + H2O,Bidirectional,4.2.1.12,K01690,R02036,edd,map00030,M00008
Pentose phosphate,aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359],"D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+",Forward,1.1.1.359,K18125,R1.1.1.1.359.B,ssgdh,map00052,NA
Pentose phosphate,2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51],2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate,Bidirectional,"4.1.2.51, 4.1.2.55",K18127,R08570,kdgA,map00030,M00309
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55],2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate,Bidirectional,"4.1.2.51, 4.1.2.55",K11395,R08570,kdpgA,map00030,"M00309, M00633"
Pentose phosphate,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],D-Glyceraldehyde + H2O + Oxidized ferredoxin <=> D-Glycerate + H+ + Reduced ferredoxin,Bidirectional,1.2.7.5,K03738,R08571,aor,map00030,M00309
Pentose phosphate,glycerate 2-kinase [EC:2.7.1.165],D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP,Bidirectional,2.7.1.165,K00865,R08572,glxK,"map00030, map00630, map00680",NA
Pentose phosphate,glycerate 2-kinase [EC:2.7.1.165],D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP,Bidirectional,2.7.1.165,K11529,R08572,gck,"map00030, map00630, map00680",NA
Methylglyoxal shunt,methylglyoxal synthase [EC:4.2.3.3],Glycerone phosphate <=> Methylglyoxal + Orthophosphate,Forward,4.2.3.3,K01734,R01016,mgsA,map00640,NA
Methylglyoxal shunt,lactoylglutathione lyase [EC:4.4.1.5],(R)-S-Lactoylglutathione <=> Glutathione + Methylglyoxal,Bidirectional,4.4.1.5,K01759,R02530,GLO1,map00620,NA
Methylglyoxal shunt,hydroxyacylglutathione hydrolase [EC:3.1.2.6],(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate,Bidirectional,3.1.2.6,K01069,R01736,gloB,map00620,NA
Methylglyoxal shunt,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K00049,R02527,GRHPR,map00620,NA
Methylglyoxal shunt,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K12972,R02527,ghrA,map00620,NA
Methylglyoxal shunt,glycerol dehydrogenase [EC:1.1.1.6],(S)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,1.1.1.6,K00005,R10715,gldA,map00640,NA
Methylglyoxal shunt,lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],Methylglyoxal + NAD+ + H2O <=> Pyruvate + NADH + H+,Bidirectional,"1.2.1.22, 1.2.1.23",K07248,R00203,aldA,map00620,NA
Malate shunt,malate dehydrogenase (decarboxylating) [EC:1.1.1.39],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00028,R00214,E1.1.1.39,"map00620, map00710",NA
Malate shunt,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00027,R00214,ME2,"map00620, map00710",NA
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,R00342,mdh,"map00020, map00620, map00630, map00680, map00710, map00720","M00009, M00011, M00740, M00982, M00168, M00012, M00740, M00346, M00173, M00374, M00620"
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,R00342,MDH1,"map00020, map00620, map00630, map00680, map00710, map00720",NA
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,R00342,MDH2,"map00020, map00620, map00630, map00680, map00710, map00720",NA
Malate shunt,carboxybiotin decarboxylase [EC:7.2.4.1],Oxaloacetate + 2 Na+[side 1] <=> Pyruvate + CO2 + 2 Na+[side 2],Bidirectional,7.2.4.2,K20509,R12212,madB,map00620,NA
Malate shunt,"oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2], oxaloacetate decarboxylase (Na+ extruding) subunit gamma",Oxaloacetate + 2 Na+[side 1] <=> Pyruvate + CO2 + 2 Na+[side 2],Bidirectional,7.2.4.2,"K01571, K01573",R12212,"oadA, oadG",map00620,NA
Malate shunt,oxaloacetate decarboxylase [EC:4.1.1.112],Oxaloacetate <=> Pyruvate + CO2,Bidirectional,"1.1.1.38, 1.1.1.40, 4.1.1.112",K01003,R00217,bcpA,map00620,NA
Malate shunt,malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,Bidirectional,1.1.1.40,K00029,R00216,maeB,"map00620, map00710","M00169, M00172"
Malate shunt,phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,R00341,pckA,"map00010, map00020, map00620, map00710",NA
Malate shunt,phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,R00431,E4.1.1.32,"map00010, map00020, map00620",NA
Malate shunt,phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,R00726,E4.1.1.32,"map00010, map00020, map00620",NA
Malate shunt,pyruvate carboxylase [EC:6.4.1.1],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,K01958,R00344,PC,"map00020, map00620, map00720",NA
