md,name,eq,way,ec,ko,rn,symbol,map,mdk
Wood Ljungdahl,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258],Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO,Bidirectional,"2.1.1.258, 2.3.1.169",K15023,R10243,acsE,map00720,M00377
Wood Ljungdahl,"acetyl-CoA synthase [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]",Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO,Bidirectional,"2.1.1.258, 2.3.1.169","K14138, K00197, K00194",R10243,"acsB, cdhE, cdhD",map00720,M00377
Acetate formation,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K00625,R00230,pta,"map00620, map00680, map00720","M00579, M00357"
Acetate formation,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K13788,R00230,pta,"map00620, map00680, map00720",NA
Acetate formation,phosphotransacetylase,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K04020,R00230,eutD,"map00620, map00680, map00720",NA
Acetate formation,putative phosphotransacetylase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K15024,R00230,K15024,"map00620, map00680, map00720",NA
Acetate formation,acetate kinase [EC:2.7.2.1],ATP + Acetate <=> ADP + Acetyl phosphate,Bidirectional,"2.7.2.1, 2.7.2.15",K00925,R00315,ackA,"map00620, map00680, map00720","M00579, M00357"
Acetate formation,succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,R10343,aarC,"map00020, map00620, map00650",NA
Acetate formation,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900",R00432,"LSC1, LSC2","map00020, map00640",NA
Acetate formation,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.5,"K01902, K01903",R00405,"sucD, sucC","map00020, map00640, map00720",NA
Acetate formation,acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,K24012,R00229,acdAB,"map00010, map00620",NA
Acetate formation,"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13], acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]",ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,"K01905, K22224",R00229,"acdA, acdB","map00010, map00620",NA
Acetate formation,acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,R00235,AAE7,"map00010, map00630, map00680, map00720",NA
Acetate formation,acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,R00235,ACSS1_2,"map00010, map00630, map00680, map00720",NA
Acetate formation,acetate CoA-transferase [EC:2.8.3.8],Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,Bidirectional,2.8.3.8,K19709,R01179,ydiF,map00650,NA
Acetate formation,"acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9], acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]",Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,Bidirectional,2.8.3.8,"K01034, K01035",R01179,"atoD, atoA",map00650,NA
Acetate formation,phosphate butyryltransferase [EC:2.3.1.19],Butanoyl-CoA + Orthophosphate <=> CoA + Butanoylphosphate,Bidirectional,2.3.1.19,K00634,R01174,ptb,map00650,NA
Acetate formation,butyrate kinase [EC:2.7.2.7],ATP + Butanoic acid <=> ADP + Butanoylphosphate,Bidirectional,2.7.2.7,K00929,R01688,buk,map00650,NA
NADH reduction by ferredoxin,"H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2], H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2], H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]",2 Reduced ferredoxin + NAD+ + H+ + Na+[side 1] <=> 2 Oxidized ferredoxin + NADH + Na+[side 2],Bidirectional,7.2.1.2,"K03614, K03615, K03616",R7.2.1.2,"rnfD, rnfC, rnfB",NA,NA
NADH reduction by ferredoxin,[2Fe-2S]-ferredoxin:NAD+ oxidoreductase,2 Reduced ferredoxin + NAD+ + H+ <=> 2 Oxidized ferredoxin + NADH,Bidirectional,"1.18.1.3, 1.18.1.7",NA,R05875,NA,NA,NA
NADH reduction by ferredoxin,ferredoxin:NADP+ oxidoreductase,2 Reduced ferredoxin + NADP+ + H+ <=> 2 Oxidized ferredoxin + NADPH,Bidirectional,1.18.1.2,NA,R01195,NA,NA,NA
NADH reduction by ferredoxin,NAD(P)+ transhydrogenase (ferredoxin);,NADH + H+ + 2 NADP+ + 2 Reduced ferredoxin <=> NAD+ + 2 NADPH + 2 Oxidized ferredoxin,Bidirectional,1.6.1.4,NA,R1.6.1.4,NA,NA,NA
Hydrogen oxidation,ferredoxin hydrogenase [EC:1.12.7.2],2 Reduced ferredoxin + 2 H+ <=> Hydrogen + 2 Oxidized ferredoxin,Reverse,1.12.7.2,K00532,R00019,E1.12.7.2,NA,NA
Hydrogen oxidation,"ferredoxin hydrogenase large subunit [EC:1.12.7.2], ferredoxin hydrogenase small subunit [EC:1.12.7.2], ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]",2 Reduced ferredoxin + 2 H+ <=> Hydrogen + 2 Oxidized ferredoxin,Reverse,1.12.7.2,"K00533, K00534, K06441",R00019,"E1.12.7.2L, E1.12.7.2S, E1.12.7.2G",NA,NA
Hydrogen oxidation,"iron-hydrogenase subunit alpha [EC:1.12.1.4], iron-hydrogenase subunit beta [EC:1.12.1.4], iron-hydrogenase subunit gamma [EC:1.12.1.4]",2 Hydrogen + NAD+ + 2 Oxidized ferredoxin <=> 5 H+ + NADH + 2 Reduced ferredoxin,Forward,1.12.1.4,"K17997, K17998, K17999",R09508,"hydA, hydB, hydC",NA,NA
Hydrogen oxidation,"ech hydrogenase subunit A, ech hydrogenase subunit B, ech hydrogenase subunit C, ech hydrogenase subunit D, ech hydrogenase subunit E, ech hydrogenase subunit F",2 Reduced ferredoxin + 2 H+ + 2 H+[side 1] <=> Hydrogen + 2 Oxidized ferredoxin + 2 H+[side 2],Reverse,7.2.1.A,"K14086, K14087, K14088, K14089, K14090, K14091",R7.2.1.A,"echA, echB, echC, echD, echE, echF",NA,NA
Hydrogen oxidation,"membrane-bound hydrogenase subunit alpha [EC:1.12.7.2], membrane-bound hydrogenase subunit beta [EC:1.12.7.2], membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]",2 Reduced ferredoxin + 2 H+ + Na+[side 1] <=> Hydrogen + 2 Oxidized ferredoxin + Na+[side 2],Reverse,7.2.1.B,"K18016, K18017, K18023",R7.2.1.B,"mbhL, mbhK, mbhJ",NA,NA
Hydrogen oxidation,"NAD-reducing hydrogenase large subunit [EC:1.12.1.2], NAD-reducing hydrogenase small subunit [EC:1.12.1.2]",Hydrogen + NAD+ <=> NADH + H+,Forward,1.12.1.2,"K00436, K18007",R00700,"hoxH, hoxY",NA,NA
Hydrogen oxidation,"[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2], [NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]",Hydrogen + NAD+ <=> NADH + H+,Forward,1.12.1.2,"K18005, K18006",R00700,"hoxF, hoxU",NA,NA
Hydrogen oxidation,"NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]",Hydrogen + NADP+ <=> NADPH + H+,Forward,1.12.1.3,"K17992, K18330, K18331, K18332",R07181,"hndB, hndA, hndC, hndD",NA,NA
Hydrogen oxidation,"sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]",Hydrogen + NADP+ <=> NADPH + H+,Forward,1.12.1.3,"K17993, K17994",R07181,"hydA, hydD",NA,NA
Hydrogen oxidation,"formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-], iron hydrogenase HydA2 [EC:1.12.7.-], FeS-containing electron transfer protein",Formate + 2 H+ <=> CO2 + Hydrogen,Forward,1.17.98.5,"K22015, K25123, K25124",R12754,"fdhF, hydA2, hycB",map00720,M00377
Hydrogen oxidation,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],Formate + 2 H+ <=> CO2 + Hydrogen,Reverse,1.17.98.4,K22015,R09481,fdhF,NA,NA
Hydrogen oxidation,"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]",Ubiquinone + Hydrogen <=> Ubiquinol,Forward,1.12.99.6.A,"K06281, K06282",R1.12.99.6.A,"hyaB, hyaA",NA,NA
Hydrogen oxidation,"uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]",Ubiquinone + Hydrogen <=> Ubiquinol,Forward,1.12.99.6.A,"K23548, K23549",R1.12.99.6.A,"hupU, hupV",NA,NA
Hydrogen oxidation,"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K06281, K06282",R1.12.99.6.B,"hyaB, hyaA",NA,NA
Hydrogen oxidation,"quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1], quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K05922, K05927",R1.12.99.6.B,"hydB, hydA",NA,NA
Hydrogen oxidation,"uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K23548, K23549",R1.12.99.6.B,"hupU, hupV",NA,NA
Hydrogen oxidation,"[NiFe] hydrogenase large subunit [EC:1.12.2.1], [NiFe] hydrogenase small subunit [EC:1.12.2.1]",2 Ferricytochrome c + Hydrogen <=> 2 Ferrocytochrome c + 2 H+,Forward,1.12.2.1,"K00437, K18008",R04015,"hydB, hydA",NA,NA
Redox balance,NA,NADPH + NAD+ <=> NADP+ + NADH,Bidirectional,NA,NA,R00112,NA,NA,NA
