md,name,eq,way,ec,ko,rn,symbol,map,mdk
Pyruvate synthesis,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Forward,2.3.1.12,K00627,R02569,DLAT,"map00010, map00020, map00620",NA
Pyruvate synthesis,dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,K00382,R07618,DLD,"map00010, map00020, map00620, map00640",NA
Pyruvate synthesis,formate C-acetyltransferase [EC:2.3.1.54],Acetyl-CoA + Formate <=> CoA + Pyruvate,Forward,2.3.1.54,K00656,R00212,E2.3.1.54,"map00620, map00650",NA
Pyruvate synthesis,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Forward,"1.2.7.1, 1.2.7.11","K00174, K00175",R01196,"korA, korB","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate synthesis,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Forward,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",R01196,"porA, porB, porD, vorG","map00010, map00020, map00620",M00307
Pyruvate synthesis,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Forward,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",R01196,"porA, porB, porD, porC","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate synthesis,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Forward,"1.2.7.1, 1.2.7.11",K03737,R01196,por,"map00010, map00020, map00620, map00650, map00680, map00720",NA
Ethanol oxidation,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K00121,R00754,frmA,"map00010, map00620",NA
Ethanol oxidation,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K04072,R00754,adhE,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K04022,R00754,eutG,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase 1/7 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K13951,R00754,ADH1_7,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase 4 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K13980,R00754,ADH4,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase 6 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K13952,R00754,ADH6,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K00001,R00754,E1.1.1.1,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K13954,R00754,yiaY,"map00010, map00620",NA
Ethanol oxidation,alcohol dehydrogenase class-P [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K18857,R00754,ADH1,"map00010, map00620",NA
Ethanol oxidation,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Forward,"1.1.1.1, 1.1.1.71",K13953,R00754,adhP,"map00010, map00620",NA
Ethanol oxidation,acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Forward,1.2.1.10,K00132,R00228,E1.2.1.10,map00620,NA
Ethanol oxidation,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Forward,1.2.1.10,K04072,R00228,adhE,map00620,NA
Ethanol oxidation,acetaldehyde dehydrogenase [EC:1.2.1.10],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Forward,1.2.1.10,K04073,R00228,mhpF,map00620,NA
Ethanol oxidation,acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Forward,1.2.1.10,K18366,R00228,bphJ,map00620,NA
Ethanol oxidation,aldehyde dehydrogenase,Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Forward,1.2.1.10,K04021,R00228,eutE,map00620,NA
Ethanol oxidation,pyruvate decarboxylase [EC:4.1.1.1],Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate,Forward,4.1.1.1,K01568,R00755,PDC,map00010,NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2,Forward,1.2.4.1,K00163,R01699,aceE,NA,NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2,Forward,1.2.4.1,"K00161, K00162",R01699,"PDHA, PDHB",NA,NA
Pyruvate decarboxylation,"acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653",R00014,"E2.2.1.6L, E2.2.1.6S","map00010, map00020, map00620",NA
Pyruvate decarboxylation,"acetolactate synthase II small subunit [EC:2.2.1.6], acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K11258",R00014,"ilvM, E2.2.1.6L","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate decarboxylase [EC:4.1.1.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1",K01568,R00014,PDC,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1",K00163,R00014,aceE,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162",R00014,"PDHA, PDHB","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Forward,1.2.4.1,K00163,R03270,aceE,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Forward,1.2.4.1,"K00161, K00162",R03270,"PDHA, PDHB","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Reverse,2.3.1.12,K00627,R02569,DLAT,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,K00382,R07618,DLD,"map00010, map00020, map00620, map00640",NA
Pyruvate decarboxylation,formate C-acetyltransferase [EC:2.3.1.54],Acetyl-CoA + Formate <=> CoA + Pyruvate,Reverse,2.3.1.54,K00656,R00212,E2.3.1.54,"map00620, map00650",NA
Pyruvate decarboxylation,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00174, K00175",R01196,"korA, korB","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate decarboxylation,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",R01196,"porA, porB, porD, vorG","map00010, map00020, map00620",M00307
Pyruvate decarboxylation,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",R01196,"porA, porB, porD, porC","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate decarboxylation,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11",K03737,R01196,por,"map00010, map00020, map00620, map00650, map00680, map00720",NA
TCA cycle,2-methylcitrate synthase [EC:2.3.3.5],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01659,R00351,prpC,"map00020, map00630","M00009, M00010, M00740, M00982, M00012, M00740"
TCA cycle,2-methylcitrate synthase [EC:2.3.3.5],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K27797,R00351,MCSA,"map00020, map00630",NA
TCA cycle,citrate (Re)-synthase [EC:2.3.3.3],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K05942,R00351,E2.3.3.3,"map00020, map00630",NA
TCA cycle,citrate synthase [EC:2.3.3.1],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01647,R00351,CS,"map00020, map00630","M00009, M00010, M00740, M00012, M00740"
TCA cycle,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,R01325,acnB,"map00020, map00630, map00720","M00009, M00010, M00982, M00012, M00173"
TCA cycle,aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,R01325,acnA,"map00020, map00630, map00720","M00009, M00010, M00740, M00982, M00012, M00740, M00173"
TCA cycle,aconitate hydratase [EC:4.2.1.3],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,R01325,ACO,"map00020, map00630, map00720","M00009, M00010, M00012, M00173"
TCA cycle,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,R01900,acnB,"map00020, map00630, map00720","M00009, M00010, M00982, M00012, M00173"
TCA cycle,aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,R01900,acnA,"map00020, map00630, map00720","M00009, M00010, M00740, M00982, M00012, M00740, M00173"
TCA cycle,aconitate hydratase [EC:4.2.1.3],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,R01900,ACO,"map00020, map00630, map00720","M00009, M00010, M00012, M00173"
TCA cycle,isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Bidirectional,"1.1.1.41, 1.1.1.286",K00030,R00709,IDH3,map00020,"M00009, M00010"
TCA cycle,isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286],Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Bidirectional,"1.1.1.41, 1.1.1.286",K17753,R00709,HICDH,map00020,NA
TCA cycle,2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,K00164,R00621,OGDH,map00020,NA
TCA cycle,multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,K01616,R00621,kgd,map00020,NA
TCA cycle,2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,K00164,R03316,OGDH,map00020,NA
TCA cycle,multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,K01616,R03316,kgd,map00020,NA
TCA cycle,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,K00658,R02570,DLST,map00020,NA
TCA cycle,multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,K01616,R02570,kgd,map00020,NA
TCA cycle,dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,K00382,R07618,DLD,"map00010, map00020, map00620, map00640",NA
TCA cycle,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA,Bidirectional,"1.2.7.3, 1.2.7.11","K00174, K00175",R01197,"korA, korB","map00020, map00720","M00009, M00011, M00173"
TCA cycle,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.5,"K01902, K01903",R00405,"sucD, sucC","map00020, map00640, map00720",NA
TCA cycle,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900",R00432,"LSC1, LSC2","map00020, map00640",NA
TCA cycle,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",ITP + Succinate + CoA <=> IDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900",R00727,"LSC1, LSC2",map00020,"M00009, M00011"
TCA cycle,fumarate hydratase D [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01675,R01082,fumD,"map00020, map00620, map00720",NA
TCA cycle,fumarate hydratase E [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01774,R01082,fumE,"map00020, map00620, map00720",NA
TCA cycle,"fumarate hydratase subunit alpha [EC:4.2.1.2], fumarate hydratase subunit beta [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,"K01677, K01678",R01082,"E4.2.1.2AA, E4.2.1.2AB","map00020, map00620, map00720",NA
TCA cycle,"fumarate hydratase, class I [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01676,R01082,E4.2.1.2A,"map00020, map00620, map00720",NA
TCA cycle,"fumarate hydratase, class II [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01679,R01082,E4.2.1.2B,"map00020, map00620, map00720",NA
TCA cycle,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,R00342,mdh,"map00020, map00620, map00630, map00680, map00710, map00720","M00009, M00011, M00740, M00982, M00168, M00012, M00740, M00346, M00173, M00374, M00620"
TCA cycle,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,R00342,MDH1,"map00020, map00620, map00630, map00680, map00710, map00720",NA
TCA cycle,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,R00342,MDH2,"map00020, map00620, map00630, map00680, map00710, map00720",NA
TCA cycle,isocitrate dehydrogenase [EC:1.1.1.42],Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,Bidirectional,1.1.1.42,K00031,R01899,IDH1,map00020,"M00009, M00010, M00740"
TCA cycle,isocitrate dehydrogenase [EC:1.1.1.42],Oxalosuccinate <=> 2-Oxoglutarate + CO2,Bidirectional,1.1.1.42,K00031,R00268,IDH1,map00020,"M00009, M00010, M00740"
TCA cycle,succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,R10343,aarC,"map00020, map00620, map00650",NA
TCA cycle,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K00625,R00230,pta,"map00620, map00680, map00720","M00579, M00357"
TCA cycle,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K13788,R00230,pta,"map00620, map00680, map00720",NA
