md,name,eq,way,ec,ko,rn,symbol,map,mdk
Methanogenesis  with CO2,methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-],"5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH",Bidirectional,1.5.1.5,K00300,R01220,mtdA,map00720,NA
Methanogenesis  with CO2,"coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1], coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1], coenzyme F420 hydrogenase subunit delta, coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]",Coenzyme F420 + Hydrogen <=> Reduced coenzyme F420,Bidirectional,1.12.98.1,"K00440, K00441, K00442, K00443",R03025,"frhA, frhB, frhD, frhG",map00680,NA
Methanogenesis  with CO2,"tetrahydromethanopterin S-methyltransferase subunit A [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit B [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit C [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit D [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit E [EC:7.2.1.4], tetrahydromethanopterin S-methyltransferase subunit H [EC:7.2.1.4]","5-Methyl-5,6,7,8-tetrahydromethanopterin + Coenzyme M + 2 Na+[side 1] <=> 5,6,7,8-Tetrahydromethanopterin + 2-(Methylthio)ethanesulfonate + 2 Na+[side 2]",Bidirectional,7.2.1.4,"K00577, K00578, K00579, K00580, K00581, K00584",R04347,"mtrA, mtrB, mtrC, mtrD, mtrE, mtrH",map00680,"M00357, M00567"
Methanogenesis  with CO2,"methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1], methyl-coenzyme M reductase beta subunit [EC:2.8.4.1], methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]",Coenzyme B + 2-(Methylthio)ethanesulfonate <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + Methane,Bidirectional,2.8.4.1,"K00399, K00401, K00402",R04541,"mcrA, mcrB, mcrG",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit A1 [EC:1.8.7.3], heterodisulfide reductase subunit B1 [EC:1.8.7.3], heterodisulfide reductase subunit C1 [EC:1.8.7.3]",Coenzyme B + Coenzyme M + 2 Oxidized ferredoxin <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced ferredoxin + 2 H+,Bidirectional,1.8.7.3,"K22480, K22481, K22482",R11931,"hdrA1, hdrB1, hdrC1",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]",Coenzyme B + Coenzyme M + 2 Oxidized ferredoxin <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced ferredoxin + 2 H+,Bidirectional,1.8.7.3,"K03388, K03389, K03390",R11931,"hdrA2, hdrB2, hdrC2",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit D [EC:1.8.98.1], heterodisulfide reductase subunit E [EC:1.8.98.1]",Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + Dihydromethanophenazine <=> Coenzyme B + Coenzyme M + Methanophenazine,Bidirectional,1.8.98.1,"K08264, K08265",R04540,"hdrD, hdrE",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]",Coenzyme B + Coenzyme M + 2 Coenzyme F420 + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Reduced coenzyme F420 + 2 Oxidized ferredoxin,Bidirectional,1.8.98.4,"K03388, K03389, K03390",R11928,"hdrA2, hdrB2, hdrC2",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen,Bidirectional,1.8.98.5,"K03388, K03389, K03390",R11943,"hdrA2, hdrB2, hdrC2",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with CO2,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5], F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Hydrogen,Bidirectional,1.8.98.5,"K03388, K03389, K03390, K14127, K14126, K14128",R11943,"hdrA2, hdrB2, hdrC2, mvhD, mvhA, mvhG",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with formate,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate,Bidirectional,1.8.98.6,"K03388, K03389, K03390",R11944,"hdrA2, hdrB2, hdrC2",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis  with formate,"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6], F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6], formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6], formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]",Coenzyme B + Coenzyme M + 2 Reduced ferredoxin + 2 CO2 + 2 H+ <=> Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide + 2 Oxidized ferredoxin + 2 Formate,Bidirectional,1.8.98.6,"K03388, K03389, K03390, K14127, K22516, K00125",R11944,"hdrA2, hdrB2, hdrC2, mvhD, fdhA, fdhB",map00680,"M00356, M00357, M00563, M00567"
Methanogenesis with methanol,"[methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377], methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90], methanol corrinoid protein",Methanol + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + H2O,Bidirectional,"2.1.1.90, 2.1.1.246","K14080, K04480, K14081",R09098,"mtaA, mtaB, mtaC",map00680,M00356
Methanogenesis with acetate,acetate kinase [EC:2.7.2.1],ATP + Acetate <=> ADP + Acetyl phosphate,Bidirectional,"2.7.2.1, 2.7.2.15",K00925,R00315,ackA,"map00620, map00680, map00720","M00579, M00357"
Methanogenesis with acetate,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K00625,R00230,pta,"map00620, map00680, map00720","M00579, M00357"
Methanogenesis with acetate,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K13788,R00230,pta,"map00620, map00680, map00720",NA
Methanogenesis with acetate,phosphotransacetylase,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K04020,R00230,eutD,"map00620, map00680, map00720",NA
Methanogenesis with acetate,putative phosphotransacetylase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K15024,R00230,K15024,"map00620, map00680, map00720",NA
Methanogenesis with acetate,acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,R00235,AAE7,"map00010, map00630, map00680, map00720",NA
Methanogenesis with acetate,acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,R00235,ACSS1_2,"map00010, map00630, map00680, map00720",NA
Methanogenesis with acetate,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","Acetyl-CoA + 5,6,7,8-Tetrahydromethanopterin <=> CoA + 5-Methyl-5,6,7,8-tetrahydromethanopterin + CO",Bidirectional,NA,"K00193, K00197, K00194",R09096,"cdhC, cdhE, cdhD",map00680,"M00357, M00422"
Methanogenesis with acetate,anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4],CO + H2O + 2 Oxidized ferredoxin <=> CO2 + 2 Reduced ferredoxin + 2 H+,Bidirectional,1.2.7.4,K00198,R07157,cooS,"map00680, map00720",NA
Methanogenesis with methyamines,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],Methylamine + Coenzyme M <=> Ammonia + 2-(Methylthio)ethanesulfonate,Bidirectional,"2.1.1.247, 2.1.1.248",K14082,R09998,mtbA,map00680,M00563
Methanogenesis with methyamines,monomethylamine corrinoid protein,Methylamine + Coenzyme M <=> Ammonia + 2-(Methylthio)ethanesulfonate,Bidirectional,"2.1.1.247, 2.1.1.248",K16177,R09998,mtmC,map00680,M00563
Methanogenesis with methyamines,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],Dimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Methylamine,Bidirectional,"2.1.1.247, 2.1.1.249",K14082,R09999,mtbA,map00680,M00563
Methanogenesis with methyamines,dimethylamine corrinoid protein,Dimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Methylamine,Bidirectional,"2.1.1.247, 2.1.1.249",K16179,R09999,mtbC,map00680,M00563
Methanogenesis with methyamines,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine,Bidirectional,"2.1.1.247, 2.1.1.250",K14082,R09124,mtbA,map00680,M00563
Methanogenesis with methyamines,trimethylamine corrinoid protein,Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine,Bidirectional,"2.1.1.247, 2.1.1.250",K14084,R09124,mttC,map00680,M00563
Redox balance,NA,NADPH + NAD+ <=> NADP+ + NADH,Bidirectional,NA,NA,R00112,NA,NA,NA
