"rn","ec","eq","way","ko","symbol","name","map","md"
"R01641","2.2.1.1","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Ribose 5-phosphate + D-Xylulose 5-phosphate","Bidirectional","K00615","E2.2.1.1","transketolase [EC:2.2.1.1]","map00030","M00004, M00007"
"R02739","5.1.3.15, 5.3.1.9","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","K13810","tal-pgi","transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","map00030","M00004, M00007"
"R08575","2.2.1.2","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","K00616","TALDO1","transaldolase [EC:2.2.1.2]","map00030","M00004, M00007"
"R08575","2.2.1.2","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","K13810","tal-pgi","transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","map00030","M00004, M00007"
"R13199","5.3.1.9","alpha-D-Glucose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K13810","tal-pgi","transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","map00030","M00004, M00007"
"R01056","5.3.1.6","D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate","Bidirectional","K01807","rpiA","ribose 5-phosphate isomerase A [EC:5.3.1.6]","map00030","M00004, M00007, M00580"
"R01049","2.7.6.1","ATP + D-Ribose 5-phosphate <=> AMP + 5-Phospho-alpha-D-ribose 1-diphosphate","Bidirectional","K00948","PRPS","ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","map00030","M00005"
"R02036","4.2.1.12","6-Phospho-D-gluconate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + H2O","Bidirectional","K01690","edd","phosphogluconate dehydratase [EC:4.2.1.12]","map00030","M00008"
"R05605","4.1.2.14, 4.1.2.55","2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate","Bidirectional","K01625","eda","2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","map00030","M00008, M00061, M00308, M00631"
"R01541","2.7.1.45, 2.7.1.178","ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate","Bidirectional","K00874","kdgK","2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","map00030","M00061, M00308, M00631"
"R05605","4.1.2.14, 4.1.2.55","2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate","Bidirectional","K17463","dgaF","2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]","map00030","M00061, M00631"
"R01058","1.2.1.9, 1.2.1.90","D-Glyceraldehyde 3-phosphate + NADP+ + H2O <=> 3-Phospho-D-glycerate + NADPH + H+","Bidirectional","K00131","gapN","glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]","map00030","M00308"
"R01538","4.2.1.39, 4.2.1.140","D-Gluconic acid <=> 2-Dehydro-3-deoxy-D-gluconate + H2O","Bidirectional","K05308","gnaD","gluconate/galactonate dehydratase [EC:4.2.1.140]","map00030","M00308, M00309, M00633"
"R01058","1.2.1.9, 1.2.1.90","D-Glyceraldehyde 3-phosphate + NADP+ + H2O <=> 3-Phospho-D-glycerate + NADPH + H+","Bidirectional","K18978","gapN","glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]","map00030","M00308, M00633"
"R10860","1.2.1.90","D-Glyceraldehyde 3-phosphate + NAD+ + H2O <=> 3-Phospho-D-glycerate + NADH + H+","Bidirectional","K18978","gapN","glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]","map00030","M00308, M00633"
"R08570","4.1.2.51, 4.1.2.55","2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate","Bidirectional","K18127","kdgA","2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]","map00030","M00309"
"R08571","1.2.7.5","D-Glyceraldehyde + H2O + Oxidized ferredoxin <=> D-Glycerate + H+ + Reduced ferredoxin","Bidirectional","K03738","aor","aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]","map00030","M00309"
"R10324","1.2.99.8","D-Glyceraldehyde + H2O + Acceptor <=> D-Glycerate + Reduced acceptor","Bidirectional","K18020, K18021, K18022","cutA, cutB, cutC","glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8], glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8], glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]","map00030","M00309"
"R10615","1.2.1.89","D-Glyceraldehyde + NADP+ + H2O <=> D-Glycerate + NADPH + H+","Bidirectional","K18128","gadh","D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]","map00030","M00309"
"R05605","4.1.2.14, 4.1.2.55","2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate","Bidirectional","K11395","kdpgA","2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]","map00030","M00309, M00633"
"R08570","4.1.2.51, 4.1.2.55","2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate","Bidirectional","K11395","kdpgA","2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]","map00030","M00309, M00633"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K00850","pfkA","6-phosphofructokinase 1 [EC:2.7.1.11]","map00030","M00345"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K16370","pfkB","6-phosphofructokinase 2 [EC:2.7.1.11]","map00030","M00345"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K21071","pfk","ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","map00030","M00345"
"R00764","2.7.1.90","Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate","Bidirectional","K21071","pfk","ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","map00030","M00345"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01624","FBA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","map00030","M00345"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K08093","hxlA","3-hexulose-6-phosphate synthase [EC:4.1.2.43]","map00030","M00345, M00580"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K13812","fae-hps","bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]","map00030","M00345, M00580"
"R05338","4.1.2.43","D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate","Bidirectional","K13831","hps-phi","3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]","map00030","M00345, M00580"
"R05339","5.3.1.27","D-arabino-Hex-3-ulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K08094","hxlB","6-phospho-3-hexuloisomerase [EC:5.3.1.27]","map00030","M00345, M00580"
"R05339","5.3.1.27","D-arabino-Hex-3-ulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K13831","hps-phi","3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]","map00030","M00345, M00580"
"R01541","2.7.1.45, 2.7.1.178","ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate","Bidirectional","K18126","sskdgK","2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]","map00030","M00633"
"R10555","5.3.1.29","D-Ribose 1,5-bisphosphate <=> D-Ribulose 1,5-bisphosphate","Bidirectional","K18237","K18237","ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]","map00030","M00968"
"R11535","2.7.1.212","ADP + alpha-D-Ribose 1-phosphate <=> AMP + D-Ribose 1,5-bisphosphate","Bidirectional","K21056","E2.7.1.212","alpha-D-ribose-1-phosphate 5-kinase (ADP) [EC:2.7.1.212]","map00030","M00968"
"R13089","2.7.1.239","alpha-D-Ribose 1-phosphate + ATP <=> D-Ribose 1,5-bisphosphate + ADP","Bidirectional","K26208","E2.7.1.239","alpha-D-ribose-1-phosphate 5-kinase (ATP) [EC:2.7.1.239]","map00030","M00968"
"R00305","1.1.5.9","D-Glucose + Quinone <=> D-Glucono-1,5-lactone + Hydroquinone","Bidirectional","K00115","GLD","glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]","map00030","NA"
"R00305","1.1.5.9","D-Glucose + Quinone <=> D-Glucono-1,5-lactone + Hydroquinone","Bidirectional","K19813","gdh","glucose dehydrogenase [EC:1.1.5.9]","map00030","NA"
"R00756","2.7.1.11","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","K24182","PFK9","6-phosphofructokinase [EC:2.7.1.11]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K01086","fbp-SEBP","fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K01622","K01622","fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K02446","glpX","fructose-1,6-bisphosphatase II [EC:3.1.3.11]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K03841","FBP","fructose-1,6-bisphosphatase I [EC:3.1.3.11]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K04041","fbp3","fructose-1,6-bisphosphatase III [EC:3.1.3.11]","map00030","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K11532","glpX-SEBP","fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","map00030","NA"
"R00764","2.7.1.90","Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate","Bidirectional","K00895","pfp","diphosphate-dependent phosphofructokinase [EC:2.7.1.90]","map00030","NA"
"R01051","2.7.1.15","ATP + D-Ribose <=> ADP + D-Ribose 5-phosphate","Bidirectional","K00852","rbsK","ribokinase [EC:2.7.1.15]","map00030","NA"
"R01057","5.4.2.2, 5.4.2.7","alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate","Bidirectional","K01835","pgm","phosphoglucomutase [EC:5.4.2.2]","map00030","NA"
"R01057","5.4.2.2, 5.4.2.7","alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate","Bidirectional","K01839","deoB","phosphopentomutase [EC:5.4.2.7]","map00030","NA"
"R01057","5.4.2.2, 5.4.2.7","alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate","Bidirectional","K15778","pmm-pgm","phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]","map00030","NA"
"R01057","5.4.2.2, 5.4.2.7","alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate","Bidirectional","K15779","PGM2","phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]","map00030","NA"
"R01057","5.4.2.2, 5.4.2.7","alpha-D-Ribose 1-phosphate <=> D-Ribose 5-phosphate","Bidirectional","K22199","ppm","phosphopentomutase [EC:5.4.2.7]","map00030","NA"
"R01066","4.1.2.4","2-Deoxy-D-ribose 5-phosphate <=> D-Glyceraldehyde 3-phosphate + Acetaldehyde","Bidirectional","K01619","deoC","deoxyribose-phosphate aldolase [EC:4.1.2.4]","map00030","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01622","K01622","fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","map00030","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01623","ALDO","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00030","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K11645","fbaB","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00030","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16305","K16305","fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]","map00030","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16306","K16306","fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]","map00030","NA"
"R01519","3.1.1.17","D-Glucono-1,5-lactone + H2O <=> D-Gluconic acid","Bidirectional","K01053","gnl","gluconolactonase [EC:3.1.1.17]","map00030","NA"
"R01520","1.1.1.47","beta-D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+","Bidirectional","K00034","gdh","glucose 1-dehydrogenase [EC:1.1.1.47]","map00030","NA"
"R01521","1.1.1.47","beta-D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+","Bidirectional","K00034","gdh","glucose 1-dehydrogenase [EC:1.1.1.47]","map00030","NA"
"R01522","1.1.3.4, 1.1.3.5","beta-D-Glucose + Oxygen <=> D-Glucono-1,5-lactone + Hydrogen peroxide","Bidirectional","K21840","HOX","hexose oxidase [EC:1.1.3.5]","map00030","NA"
"R01544","4.3.1.9","2-Amino-2-deoxy-D-gluconate <=> 2-Dehydro-3-deoxy-D-gluconate + Ammonia","Bidirectional","K22345","E4.3.1.9","glucosaminate ammonia-lyase [EC:4.3.1.9]","map00030","NA"
"R01621","4.1.2.9","D-Xylulose 5-phosphate + Orthophosphate <=> Acetyl phosphate + D-Glyceraldehyde 3-phosphate + H2O","Bidirectional","K01621","xfp","xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]","map00030","NA"
"R01737","2.7.1.12","ATP + D-Gluconic acid <=> ADP + 6-Phospho-D-gluconate","Bidirectional","K00851","idnK","gluconokinase [EC:2.7.1.12]","map00030","NA"
"R01737","2.7.1.12","ATP + D-Gluconic acid <=> ADP + 6-Phospho-D-gluconate","Bidirectional","K25031","gntK","gluconokinase [EC:2.7.1.12]","map00030","NA"
"R01739","1.1.1.215","D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+","Bidirectional","K00090","ghrB","glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]","map00030","NA"
"R01739","1.1.1.215","D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+","Bidirectional","K22229","K22229","2-ketogluconate reductase [EC:1.1.1.215]","map00030","NA"
"R01741","1.1.99.3","D-Gluconic acid + FAD <=> 2-Keto-D-gluconic acid + FADH2","Bidirectional","K06151","E1.1.99.3A","gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]","map00030","NA"
"R01741","1.1.99.3","D-Gluconic acid + FAD <=> 2-Keto-D-gluconic acid + FADH2","Bidirectional","K06152","E1.1.99.3G","gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]","map00030","NA"
"R01844","2.7.1.14","ATP + Sedoheptulose <=> ADP + Sedoheptulose 7-phosphate","Bidirectional","K11214","SHPK","sedoheptulokinase [EC:2.7.1.14]","map00030","NA"
"R02032","1.1.1.43","6-Phospho-D-gluconate + NAD+ <=> 6-Phospho-2-dehydro-D-gluconate + NADH + H+","Bidirectional","K00032","E1.1.1.43","phosphogluconate 2-dehydrogenase [EC:1.1.1.43]","map00030","NA"
"R02034","1.1.1.43","6-Phospho-D-gluconate + NADP+ <=> 6-Phospho-2-dehydro-D-gluconate + NADPH + H+","Bidirectional","K00032","E1.1.1.43","phosphogluconate 2-dehydrogenase [EC:1.1.1.43]","map00030","NA"
"R02658","2.7.1.13","ATP + 2-Keto-D-gluconic acid <=> ADP + 6-Phospho-2-dehydro-D-gluconate","Bidirectional","K11441","kguK","dehydrogluconokinase [EC:2.7.1.13]","map00030","NA"
"R02739","5.1.3.15, 5.3.1.9","alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate","Bidirectional","K01792","E5.1.3.15","glucose-6-phosphate 1-epimerase [EC:5.1.3.15]","map00030","NA"
"R02749","5.4.2.7","2-Deoxy-D-ribose 1-phosphate <=> 2-Deoxy-D-ribose 5-phosphate","Bidirectional","K01839","deoB","phosphopentomutase [EC:5.4.2.7]","map00030","NA"
"R02749","5.4.2.7","2-Deoxy-D-ribose 1-phosphate <=> 2-Deoxy-D-ribose 5-phosphate","Bidirectional","K15779","PGM2","phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]","map00030","NA"
"R02749","5.4.2.7","2-Deoxy-D-ribose 1-phosphate <=> 2-Deoxy-D-ribose 5-phosphate","Bidirectional","K22199","ppm","phosphopentomutase [EC:5.4.2.7]","map00030","NA"
"R02750","2.7.1.15, 2.7.1.229","2-Deoxy-D-ribose 5-phosphate + ADP <=> Deoxyribose + ATP","Bidirectional","K00852","rbsK","ribokinase [EC:2.7.1.15]","map00030","NA"
"R05805","2.7.1.146","ADP + D-Fructose 6-phosphate <=> AMP + D-Fructose 1,6-bisphosphate","Bidirectional","K00918","pfkC","ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","map00030","NA"
"R06620","1.1.5.2","D-Glucose + Ubiquinone <=> D-Glucono-1,5-lactone + Ubiquinol","Bidirectional","K00117","gcd","quinoprotein glucose dehydrogenase [EC:1.1.5.2]","map00030","NA"
"R06836","2.7.4.23","D-Ribose 1,5-bisphosphate + ATP <=> 5-Phospho-alpha-D-ribose 1-diphosphate + ADP","Bidirectional","K05774","phnN","ribose 1,5-bisphosphokinase [EC:2.7.4.23]","map00030","NA"
"R07147","1.1.1.119, 1.1.1.359, 1.1.1.360","D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+","Bidirectional","K18124","gdh2","glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]","map00030","NA"
"R07147","1.1.1.119, 1.1.1.359, 1.1.1.360","D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+","Bidirectional","K18125","ssgdh","aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]","map00030","NA"
"R08572","2.7.1.165","D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP","Bidirectional","K00865","glxK","glycerate 2-kinase [EC:2.7.1.165]","map00030","NA"
"R08572","2.7.1.165","D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP","Bidirectional","K11529","gck","glycerate 2-kinase [EC:2.7.1.165]","map00030","NA"
"R10407","2.7.1.203","2-Amino-2-deoxy-D-gluconate + Protein N(pi)-phospho-L-histidine <=> D-Glucosaminate-6-phosphate + Protein histidine","Bidirectional","K17464","dgaA","D-glucosaminate PTS system EIIA component [EC:2.7.1.203]","map00030","NA"
"R10407","2.7.1.203","2-Amino-2-deoxy-D-gluconate + Protein N(pi)-phospho-L-histidine <=> D-Glucosaminate-6-phosphate + Protein histidine","Bidirectional","K17465","dgaB","D-glucosaminate PTS system EIIB component [EC:2.7.1.203]","map00030","NA"
"R10407","2.7.1.203","2-Amino-2-deoxy-D-gluconate + Protein N(pi)-phospho-L-histidine <=> D-Glucosaminate-6-phosphate + Protein histidine","Bidirectional","K17466","dgaC","D-glucosaminate PTS system EIIC component","map00030","NA"
"R10407","2.7.1.203","2-Amino-2-deoxy-D-gluconate + Protein N(pi)-phospho-L-histidine <=> D-Glucosaminate-6-phosphate + Protein histidine","Bidirectional","K17467","dgaD","D-glucosaminate PTS system EIID component","map00030","NA"
"R10408","4.3.1.29","D-Glucosaminate-6-phosphate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + Ammonia","Bidirectional","K17468","dgaE","D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]","map00030","NA"
